,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,DT.AMT.BLAT.CD,DT.AMT.DLXF.CD,DT.AMT.DPNG.CD,DT.AMT.MLAT.CD,DT.AMT.OFFT.CD,DT.AMT.PBND.CD,DT.AMT.PCBK.CD,DT.AMT.PROP.CD,DT.AMT.PRVT.CD,DT.DIS.BLAT.CD,DT.DIS.DLXF.CD,DT.DIS.MLAT.CD,DT.DIS.OFFT.CD,DT.DIS.PCBK.CD,DT.DIS.PROP.CD,DT.DIS.PRVT.CD,DT.INT.BLAT.CD,DT.INT.DLXF.CD,DT.INT.DPNG.CD,DT.INT.MLAT.CD,DT.INT.OFFT.CD,DT.INT.PBND.CD,DT.INT.PCBK.CD,DT.INT.PROP.CD,DT.INT.PRVT.CD,EN.BIR.THRD.NO,EN.FSH.THRD.NO,EN.HPT.THRD.NO,EN.MAM.THRD.NO,FB.AST.NPER.ZS,FB.BNK.CAPA.ZS,IC.BUS.DFRN.XQ,IC.BUS.DISC.XQ,IC.BUS.EASE.XQ,IC.CRD.INFO.XQ,IC.CRD.PRVT.ZS,IC.CRD.PUBL.ZS,IC.CUS.DURS.EX,IC.ELC.DURS,IC.ELC.OUTG,IC.ELC.TIME,IC.FRM.BNKS.ZS,IC.FRM.CMPU.ZS,IC.FRM.CORR.ZS,IC.FRM.CRIM.ZS,IC.FRM.DURS,IC.FRM.FEMM.ZS,IC.FRM.FEMO.ZS,IC.FRM.FREG.ZS,IC.FRM.ISOC.ZS,IC.FRM.OUTG.ZS,IC.FRM.TRNG.ZS,IC.GOV.DURS.ZS,IC.ISV.DURS,IC.LGL.CRED.XQ,IC.LGL.DURS,IC.PRP.DURS,IC.PRP.PROC,IC.REG.COST.PC.ZS,IC.REG.DURS,IC.REG.PROC,IC.TAX.DURS,IC.TAX.GIFT.ZS,IC.TAX.LABR.CP.ZS,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.TAX.PAYM,IC.TAX.PRFT.CP.ZS,IC.TAX.TOTL.CP.ZS,IC.WRH.DURS,IC.WRH.PROC,IQ.SCI.MTHD,IQ.SCI.OVRL,IQ.SCI.PRDC,IQ.SCI.SRCE,SG.GEN.PARL.ZS,SH.DTH.IMRT,SH.DTH.MORT,SH.DTH.NMRT,SH.DYN.MORT,SH.DYN.MORT.FE,SH.DYN.MORT.MA,SH.DYN.NMRT,SH.H2O.SAFE.RU.ZS,SH.H2O.SAFE.UR.ZS,SH.H2O.SAFE.ZS,SH.MMR.DTHS,SH.MMR.RISK,SH.MMR.RISK.ZS,SH.STA.ACSN,SH.STA.ACSN.RU,SH.STA.ACSN.UR,SH.STA.MMRT,SI.POV.NAGP,SI.POV.NAHC,SI.POV.RUGP,SI.POV.RUHC,SI.POV.URGP,SI.POV.URHC,SP.DYN.IMRT.FE.IN,SP.DYN.IMRT.IN,SP.DYN.IMRT.MA.IN,SP.HOU.FEMA.ZS
112,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,33949000.0,62622000.0,0.0,28051000.0,62000000.0,0.0,622000.0,0.0,622000.0,55370000.0,171240000.0,115145000.0,170515000.0,725000.0,0.0,725000.0,5395000.0,64023000.0,0.0,16492000.0,21887000.0,42000000.0,136000.0,0.0,42136000.0,15.0,3.0,71.0,8.0,9.12911162472435,14.280814651287502,74.22,5.0,35.0,8.0,94.1,0.0,,,,180.0,,,,,,,,,,,,,1.9,5.0,570.0,7.0,3.0,1.0,3.0,2.0,313.0,,0.0,,0.8,10.0,19.1,19.9,84.0,18.0,100.0,93.3333333333333,80.0,100.0,10.6870229007634,513.0,577.0,301.0,14.1,12.5,15.6,7.4,100.0,100.0,100.0,10.0,2300.0,0.0426649319269288,89.5,78.2,96.2,25.0,,,,,,,11.1,12.6,13.9,
113,Botswana,Sub-Saharan Africa,128,4.332,0.049339999999999995,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,11807000.0,132015000.0,8880000.0,111328000.0,123135000.0,0.0,0.0,0.0,0.0,1044000.0,28183000.0,13553000.0,14597000.0,0.0,0.0,0.0,1422000.0,8548000.0,0.0,7126000.0,8548000.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,8.0,,,64.98,7.0,72.0,6.0,51.1,0.0,,,,77.0,,,,,,,,,,,,,1.7,5.0,625.0,12.0,4.0,0.7,48.0,9.0,152.0,,0.0,,3.6,34.0,21.5,25.1,110.0,19.0,30.0,45.5555333333333,66.6666,40.0,9.52380952380952,2007.0,2488.0,1268.0,43.6,39.8,47.2,21.9,92.3,99.2,96.2,72.0,270.0,0.3748789292849021,63.4,43.1,78.5,129.0,,,,,,,31.5,34.8,37.9,
114,Myanmar,Southeastern Asia,129,4.3069999999999995,0.04351,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.19034,0.79588,1.41805,26089000.0,55925000.0,9444000.0,20392000.0,46481000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499000.0,11391000.0,154000.0,8738000.0,11237000.0,0.0,0.0,0.0,0.0,48.0,43.0,61.0,46.0,,,45.27,3.0,167.0,0.0,0.0,0.0,,,,77.0,,,,,,,,,,,,,5.0,2.0,1160.0,85.0,6.0,97.1,13.0,11.0,188.0,,0.2,,5.9,31.0,25.3,31.4,95.0,14.0,50.0,55.5555333333333,66.6666,50.0,6.19047619047619,36176.0,46284.0,24302.0,50.0,44.9,54.9,26.4,74.4,92.7,80.6,1700.0,260.0,0.384770651869194,79.6,77.1,84.3,178.0,,,,,,,34.9,39.5,43.8,
115,Georgia,Central and Eastern Europe,130,4.297,0.042210000000000004,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541,30068000.0,514548000.0,0.0,36326000.0,66394000.0,250000000.0,198154000.0,0.0,448154000.0,42848000.0,289300000.0,246452000.0,289300000.0,0.0,0.0,0.0,12049000.0,117415000.0,0.0,19906000.0,31955000.0,76372000.0,9088000.0,0.0,85460000.0,15.0,11.0,61.0,8.0,3.34409061168386,15.3159955018782,77.45,9.0,24.0,8.0,74.5,0.0,,,,71.0,,,,,,,,,,,,,2.0,9.0,285.0,1.0,1.0,3.1,2.0,2.0,362.0,,0.0,,2.1,5.0,14.3,16.4,48.0,7.0,90.0,88.8889,86.6667,90.0,11.333333333333302,601.0,673.0,408.0,11.9,10.5,13.3,7.2,100.0,100.0,100.0,19.0,1500.0,0.0677023774558366,86.3,75.9,95.2,36.0,,,,,,,9.3,10.6,11.9,
116,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.8079099999999997,11211000.0,40870000.0,0.0,29659000.0,40870000.0,0.0,0.0,0.0,0.0,32914000.0,157199000.0,121550000.0,154464000.0,2735000.0,0.0,2735000.0,7429000.0,16070000.0,0.0,8609000.0,16038000.0,0.0,32000.0,0.0,32000.0,18.0,98.0,25.0,8.0,,,51.03,4.0,141.0,0.0,0.0,0.0,,,,127.0,,,,,,,,,,,,,2.6,5.0,432.0,69.0,6.0,84.6,38.0,8.0,174.5,,12.4,,1.7,35.0,20.4,34.5,153.0,13.0,50.0,75.55556666666669,96.6667,80.0,16.6666666666667,27260.0,40048.0,13720.0,64.0,59.5,68.3,21.8,89.1,95.7,90.2,4200.0,29.0,3.4524141867199396,41.0,39.8,47.3,634.0,,,,,,,39.6,43.4,47.0,
117,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108,763295000.0,1684252000.0,0.0,283396000.0,1046691000.0,500000000.0,123303000.0,14258000.0,637561000.0,1423900000.0,2453488000.0,598916000.0,2022816000.0,420537000.0,10135000.0,430672000.0,199901000.0,681750000.0,9274000.0,69198000.0,269099000.0,380873000.0,21353000.0,1151000.0,403377000.0,16.0,46.0,291.0,30.0,4.3263687100095,8.205759695581442,58.96,6.0,107.0,6.0,50.3,0.0,,,,100.0,,,,,,,,,,,,,1.7,3.0,1318.0,51.0,9.0,18.7,10.0,8.0,167.0,,16.9,,37.2,47.0,1.1,55.2,116.0,12.0,50.0,73.3333333333333,90.0,80.0,5.77777777777778,2620.0,3091.0,1683.0,9.8,8.8,10.7,5.4,95.0,98.5,95.6,98.0,1600.0,0.0634978920148956,95.1,96.7,88.1,30.0,,,,,,,7.5,8.4,9.2,
118,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071,138538000.0,300293000.0,40494000.0,63823000.0,202361000.0,0.0,16572000.0,40866000.0,57438000.0,544387000.0,999474000.0,439467000.0,983854000.0,15620000.0,0.0,15620000.0,46812000.0,74132000.0,3311000.0,14535000.0,61347000.0,0.0,968000.0,8506000.0,9474000.0,26.0,119.0,490.0,43.0,9.905040996400107,3.7210004459583503,44.11,7.0,172.0,1.0,0.0,6.5,,,,64.0,,,,,,,,,,,,,2.8,6.0,800.0,86.0,5.0,32.7,15.0,5.0,630.0,,18.3,,0.5,44.0,30.0,48.8,150.0,15.0,40.0,55.5555666666667,86.6667,40.0,31.11111111111111,46762.0,71348.0,21071.0,87.9,81.7,93.5,25.7,52.7,94.8,75.6,5100.0,35.0,2.88839261775741,45.8,26.8,61.8,596.0,,,,,,,51.4,57.1,62.4,
119,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,41923000.0,303838000.0,49739000.0,212016000.0,253939000.0,0.0,0.0,160000.0,160000.0,8329000.0,239797000.0,33880000.0,42209000.0,0.0,0.0,0.0,7410000.0,176752000.0,160000.0,51457000.0,58867000.0,117613000.0,98000.0,14000.0,117725000.0,18.0,22.0,6.0,7.0,,,73.72,10.0,38.0,5.0,0.0,64.7,,,,130.0,,,,,,,,,,,,,3.3,9.0,564.0,11.0,8.0,0.7,18.0,4.0,423.0,,20.2,,1.8,14.0,5.0,27.0,110.0,16.0,90.0,84.44443333333331,83.3333,80.0,20.4166666666667,557.0,634.0,335.0,10.4,9.3,11.5,5.6,99.0,99.6,99.4,7.0,6200.0,0.0161819666750275,86.0,83.7,86.8,11.0,,,,,,,8.3,9.3,10.3,
120,Angola,Sub-Saharan Africa,137,4.033,0.047580000000000004,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,5547690000.0,7825835000.0,0.0,16686000.0,5564376000.0,0.0,1863245000.0,398214000.0,2261459000.0,5901489000.0,7618809000.0,329628000.0,6231117000.0,1117883000.0,269809000.0,1387692000.0,185289000.0,677161000.0,0.0,10379000.0,195668000.0,70000000.0,265803000.0,145690000.0,481493000.0,26.0,50.0,34.0,17.0,,,39.64,4.0,181.0,0.0,0.0,3.3,,,,145.0,,,,,,,,,,,,,,1.0,1296.0,190.0,7.0,22.5,36.0,8.0,282.0,,9.0,,17.7,30.0,21.7,48.4,203.0,10.0,40.0,47.7777666666667,73.3333,30.0,36.8181818181818,104291.0,169310.0,53164.0,156.9,148.9,164.6,48.7,28.2,75.4,49.0,5400.0,32.0,3.08488586514674,51.6,22.5,88.6,477.0,,,,,,,87.9,96.0,103.7,
121,Mali,Sub-Saharan Africa,138,3.995,0.05602000000000001,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293,65048000.0,137220000.0,0.0,71493000.0,136541000.0,0.0,679000.0,0.0,679000.0,173434000.0,451928000.0,278173000.0,451607000.0,321000.0,0.0,321000.0,8226000.0,26548000.0,0.0,18306000.0,26532000.0,0.0,16000.0,0.0,16000.0,16.0,2.0,8.0,12.0,,,50.81,7.0,143.0,0.0,0.0,0.1,,,,120.0,,,,,,,,,,,,,3.6,6.0,620.0,29.0,5.0,71.3,8.5,5.0,270.0,,34.3,,3.9,35.0,10.1,48.3,124.0,13.0,30.0,65.55556666666669,86.6667,80.0,8.84353741496599,53880.0,82710.0,27439.0,114.7,108.4,120.4,37.8,64.1,96.5,77.0,4400.0,27.0,3.74089087682092,24.7,16.1,37.5,587.0,,,,,,,68.2,74.5,80.4,
122,Comoros,Sub-Saharan Africa,140,3.9560000000000004,0.04797,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812,520000.0,1846000.0,0.0,1326000.0,1846000.0,0.0,0.0,0.0,0.0,5270000.0,5270000.0,0.0,5270000.0,0.0,0.0,0.0,456000.0,530000.0,0.0,74000.0,530000.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,5.0,2.75183443481754,4.21601025903078,48.22,7.0,154.0,2.0,0.0,7.4,,,,120.0,,,,,,,,,,,,,,6.0,506.0,30.0,4.0,118.2,15.0,8.0,100.0,,0.0,,184.4,33.0,32.1,216.5,108.0,10.0,20.0,42.2221666666667,56.6665,50.0,3.03030303030303,1433.0,1897.0,889.0,73.5,67.8,79.0,34.0,89.1,92.6,90.1,88.0,66.0,1.51743712608214,35.8,30.9,48.3,335.0,,,,,,,50.1,55.1,60.0,
123,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,13264000.0,66926000.0,0.0,53662000.0,66926000.0,0.0,0.0,0.0,0.0,158219000.0,689754000.0,531535000.0,689754000.0,0.0,0.0,0.0,9970000.0,41442000.0,0.0,31471000.0,41442000.0,0.0,0.0,0.0,0.0,25.0,61.0,52.0,27.0,3.8703664773252004,12.7262400685994,56.64,3.0,122.0,7.0,5.3,0.0,,,,86.0,,,,,,,,,,,,,2.2,6.0,490.0,42.0,10.0,39.7,27.0,15.0,209.0,,11.3,,0.0,31.0,25.2,36.5,159.0,18.0,50.0,72.2222666666667,86.6668,80.0,34.9740932642487,59856.0,85291.0,29738.0,54.6,49.1,59.9,18.7,75.8,95.5,79.0,5700.0,47.0,2.1283034635971,19.1,17.3,28.5,343.0,,,,,,,33.7,37.7,41.6,26.9
124,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,70707000.0,132425000.0,0.0,60302000.0,131009000.0,0.0,0.0,1416000.0,1416000.0,188620000.0,579813000.0,379683000.0,568303000.0,7228000.0,4282000.0,11510000.0,21748000.0,82716000.0,0.0,19180000.0,40928000.0,41640000.0,148000.0,0.0,41788000.0,16.0,54.0,11.0,17.0,,,48.57,7.0,153.0,0.0,0.0,0.5,,,,81.0,,,,,,,,,,,,,3.0,6.0,740.0,71.0,5.0,63.7,6.0,4.0,620.0,,23.6,,5.3,58.0,18.4,47.3,200.0,13.0,60.0,75.55556666666669,86.6667,80.0,42.6666666666667,24123.0,27059.0,12055.0,47.2,44.3,54.0,20.8,67.3,92.9,78.5,1800.0,61.0,1.63320028488616,47.6,33.8,65.4,315.0,,,,,,,37.8,41.7,46.5,
125,Gabon,Sub-Saharan Africa,143,3.8960000000000004,0.04547,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,49965000.0,286872000.0,0.0,54149000.0,104114000.0,0.0,181138000.0,1620000.0,182758000.0,171375000.0,364468000.0,37899000.0,209274000.0,155194000.0,0.0,155194000.0,23080000.0,161804000.0,0.0,2670000.0,25750000.0,113510000.0,22003000.0,541000.0,136054000.0,6.0,71.0,154.0,19.0,,,45.99,7.0,162.0,2.0,0.0,52.0,,,,148.0,,,,,,,,,,,,,5.0,6.0,1070.0,103.0,6.0,15.1,50.0,7.0,488.0,,22.7,,2.1,26.0,20.9,45.7,329.0,12.0,30.0,39.9999666666667,59.9999,30.0,14.166666666666698,1852.0,2579.0,1195.0,50.8,45.8,55.3,23.2,66.7,97.2,93.2,150.0,85.0,1.1739566867250901,41.9,31.5,43.4,291.0,,,,,,,31.6,36.1,40.2,
126,Niger,Sub-Saharan Africa,144,3.845,0.036019999999999996,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877,9191000.0,63614000.0,0.0,54423000.0,63614000.0,0.0,0.0,0.0,0.0,111218000.0,342640000.0,231422000.0,342640000.0,0.0,0.0,0.0,13047000.0,22457000.0,0.0,9410000.0,22457000.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,12.0,,,46.37,7.0,160.0,0.0,0.0,0.3,,,,115.0,,,,,,,,,,,,,5.0,6.0,545.0,35.0,4.0,67.8,15.0,6.0,270.0,,21.7,,5.3,41.0,21.2,48.2,112.0,15.0,40.0,71.1111333333333,93.3334,80.0,13.274336283185804,54226.0,87967.0,25495.0,95.5,90.9,99.8,26.8,48.6,100.0,58.2,5400.0,23.0,4.36993037066367,10.9,4.6,37.9,553.0,,,,,,,52.1,57.1,61.8,
127,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,172947000.0,220731000.0,0.0,47784000.0,220731000.0,0.0,0.0,0.0,0.0,346983000.0,469572000.0,122589000.0,469572000.0,0.0,0.0,0.0,43985000.0,62281000.0,0.0,18296000.0,62281000.0,0.0,0.0,0.0,0.0,27.0,44.0,36.0,36.0,,,55.22,5.0,127.0,5.0,37.0,0.0,,,,179.0,,,,,,,,,,,,,6.0,11.0,483.0,56.0,7.0,78.7,87.0,7.0,173.0,,0.5,,1.0,40.0,19.5,21.0,652.0,20.0,60.0,76.6666666666667,90.0,80.0,20.325203252032498,8759.0,10257.0,5282.0,28.7,25.2,32.0,14.8,69.1,100.0,75.5,590.0,210.0,0.47297294649920396,42.4,30.5,88.1,161.0,,,,,,,21.5,24.6,27.6,
128,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,44187000.0,283859000.0,0.0,46130000.0,90317000.0,0.0,193542000.0,0.0,193542000.0,121735000.0,932221000.0,601806000.0,723541000.0,208680000.0,0.0,208680000.0,22905000.0,138428000.0,0.0,47231000.0,70136000.0,38176000.0,30116000.0,0.0,68292000.0,47.0,175.0,602.0,38.0,5.86801659763508,11.017241108121299,51.62,2.0,139.0,0.0,4.97,0.0,,,,109.0,,,,,,,,,,,,,3.0,5.0,515.0,67.0,8.0,18.0,26.0,9.0,179.0,,16.9,,6.2,49.0,20.8,43.9,205.0,18.0,60.0,75.5556,86.6668,80.0,36.0,72069.0,98180.0,38575.0,48.7,45.0,52.1,18.8,45.5,77.2,55.6,8200.0,45.0,2.20240526714101,15.6,8.3,31.3,398.0,,,,,,,32.3,35.2,37.8,
129,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851,90349000.0,115473000.0,0.0,24598000.0,114947000.0,0.0,0.0,526000.0,526000.0,26260000.0,169676000.0,138559000.0,164819000.0,212000.0,4645000.0,4857000.0,4471000.0,14115000.0,0.0,8930000.0,13401000.0,0.0,714000.0,0.0,714000.0,35.0,87.0,540.0,119.0,,,45.68,7.0,164.0,0.0,0.0,3.0,,,,450.0,,,,,,,,,,,,,3.0,3.0,871.0,100.0,6.0,43.7,13.0,9.0,183.0,,20.3,,1.5,23.0,16.3,38.1,185.0,15.0,50.0,58.8889,86.6667,40.0,20.5298013245033,29429.0,40075.0,16189.0,49.6,45.3,53.6,19.7,35.3,81.6,51.5,2900.0,60.0,1.66981789789433,12.0,8.7,18.0,353.0,,,,,,,32.3,35.9,39.3,
130,Central African Republic,Sub-Saharan Africa,148,3.678,0.06112000000000001,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223,11883000.0,12803000.0,0.0,920000.0,12803000.0,0.0,0.0,0.0,0.0,2045000.0,52930000.0,44085000.0,46130000.0,0.0,6800000.0,6800000.0,1249000.0,2196000.0,0.0,947000.0,2196000.0,0.0,0.0,0.0,0.0,14.0,3.0,24.0,13.0,,,36.26,7.0,185.0,0.0,0.0,3.3,,,,98.0,,,,,,,,,,,,,4.8,6.0,660.0,75.0,5.0,204.0,22.0,10.0,483.0,,19.8,,53.5,56.0,0.0,73.3,200.0,15.0,30.0,52.2222666666667,86.6668,40.0,,14981.0,21029.0,6993.0,130.1,123.2,136.6,42.6,54.4,89.6,68.5,1400.0,27.0,3.6683426807707797,21.8,7.2,43.6,882.0,,,,,,,84.0,91.5,98.5,
131,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,45254000.0,727236000.0,0.0,80155000.0,125409000.0,0.0,7000.0,601820000.0,601827000.0,51548000.0,176550000.0,125002000.0,176550000.0,0.0,0.0,0.0,16102000.0,53119000.0,0.0,16447000.0,32549000.0,0.0,5000.0,20565000.0,20570000.0,13.0,1.0,6.0,14.0,,,38.22,7.0,183.0,0.0,0.0,2.4,,,,67.0,,,,,,,,,,,,,4.0,6.0,743.0,44.0,6.0,150.4,60.0,9.0,732.0,,28.4,,3.8,54.0,31.3,63.5,221.0,13.0,50.0,65.5556,86.6668,60.0,14.8936170212766,51335.0,82728.0,23789.0,138.7,131.4,145.6,39.3,44.8,71.8,50.8,5400.0,18.0,5.518801588691349,12.1,6.5,31.4,856.0,,,,,,,78.0,85.0,91.8,
132,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139000000000001,0.28657,1.9917200000000002,12371000.0,48583000.0,0.0,36212000.0,48583000.0,0.0,0.0,0.0,0.0,49000.0,35467000.0,35418000.0,35467000.0,0.0,0.0,0.0,3811000.0,11137000.0,0.0,6172000.0,9983000.0,1154000.0,0.0,0.0,1154000.0,19.0,75.0,35.0,25.0,,,45.54,7.0,165.0,0.0,0.0,0.0,,,,69.0,,,,,,,,,,,,,3.8,6.0,311.0,44.0,6.0,79.0,8.0,6.0,440.0,,26.4,,41.9,57.0,0.0,68.3,173.0,27.0,20.0,53.3333333333333,90.0,50.0,21.9298245614035,27757.0,42073.0,14288.0,93.7,88.2,99.0,31.3,67.4,92.7,76.8,3100.0,29.0,3.4621126580278503,20.1,11.8,34.1,679.0,,,,,,,55.3,61.0,66.3,
133,Burkina Faso,Sub-Saharan Africa,152,3.5869999999999997,0.04324,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,31078000.0,84764000.0,0.0,50068000.0,81146000.0,0.0,0.0,3618000.0,3618000.0,56674000.0,295445000.0,238771000.0,295445000.0,0.0,0.0,0.0,3640000.0,20799000.0,0.0,16893000.0,20533000.0,0.0,0.0,266000.0,266000.0,11.0,4.0,3.0,9.0,,,50.81,7.0,143.0,0.0,0.0,0.3,,,,158.0,,,,,,,,,,,,,4.0,6.0,446.0,67.0,4.0,43.5,13.0,3.0,270.0,,21.4,,3.7,45.0,16.2,41.3,129.0,12.0,40.0,67.7778,93.3334,70.0,13.333333333333302,41810.0,60477.0,18346.0,88.6,83.4,93.7,26.7,75.8,97.5,82.3,2700.0,48.0,2.0701273348727303,19.7,6.7,50.4,371.0,,,,,,,55.6,60.9,66.0,
134,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,93356000.0,122152000.0,0.0,28796000.0,122152000.0,0.0,0.0,0.0,0.0,10075000.0,23323000.0,13248000.0,23323000.0,0.0,0.0,0.0,49265000.0,60463000.0,0.0,11198000.0,60463000.0,0.0,0.0,0.0,0.0,17.0,5.0,5.0,10.0,13.488399263624403,12.2227488425754,40.58,1.0,177.0,0.0,0.0,0.5,,,,114.0,,,,,,,,,,,,,2.0,9.0,1642.0,250.0,9.0,19.0,7.0,3.0,275.0,,0.0,,36.3,20.0,0.0,36.3,353.0,11.0,40.0,51.1111,73.3333,40.0,27.710843373494,67399.0,94261.0,36242.0,91.1,87.4,94.6,35.5,47.0,78.2,55.3,4300.0,52.0,1.92613064033961,31.9,27.0,45.1,396.0,,,,,,,62.1,66.3,70.3,
135,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,3782000.0,25047000.0,0.0,21265000.0,25047000.0,0.0,0.0,0.0,0.0,57762000.0,237144000.0,179382000.0,237144000.0,0.0,0.0,0.0,4429000.0,39149000.0,0.0,8220000.0,12649000.0,26500000.0,0.0,0.0,26500000.0,16.0,9.0,8.0,23.0,,,68.12,7.0,62.0,8.0,18.8,5.4,,,,34.0,,,,,,,,,,,,,2.5,11.0,230.0,32.0,3.0,55.0,5.5,7.0,109.0,,5.6,,1.6,25.0,25.8,33.0,77.0,11.0,60.0,73.33336666666669,90.0001,70.0,63.75,10445.0,14207.0,6299.0,41.7,37.8,45.4,18.7,71.9,86.6,76.1,1100.0,85.0,1.17884968586362,61.6,62.9,58.5,290.0,,,,,,,27.8,31.1,34.2,
136,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,28067000.0,75306000.0,0.0,47239000.0,75306000.0,0.0,0.0,0.0,0.0,92186000.0,362770000.0,262588000.0,354774000.0,7996000.0,0.0,7996000.0,4111000.0,19697000.0,0.0,15586000.0,19697000.0,0.0,0.0,0.0,0.0,10.0,38.0,17.0,12.0,,,47.15,7.0,158.0,0.0,0.0,0.6,,,,90.0,,,,,,,,,,,,,4.0,6.0,750.0,120.0,4.0,45.3,12.0,7.0,270.0,,26.4,,21.0,57.0,15.9,63.3,88.0,13.0,40.0,66.6666666666667,80.0,80.0,7.228915662650597,24069.0,37092.0,11955.0,99.5,94.6,104.0,31.8,72.1,85.2,77.9,1600.0,51.0,1.9740659316900304,19.7,7.3,35.6,405.0,,,,,,,59.2,64.2,68.9,
137,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,1526000.0,14720000.0,0.0,13194000.0,14720000.0,0.0,0.0,0.0,0.0,40261000.0,2703072000.0,2662811000.0,2703072000.0,0.0,0.0,0.0,604000.0,2783000.0,0.0,2179000.0,2783000.0,0.0,0.0,0.0,0.0,13.0,17.0,8.0,12.0,13.1239593182369,14.375472908247302,48.82,8.0,152.0,0.0,0.0,4.4,,,,158.0,,,,,,,,,,,,,5.0,2.0,832.0,23.0,5.0,13.4,4.0,3.0,274.0,,10.2,,1.2,25.0,28.9,40.3,99.0,14.0,40.0,55.5555666666667,86.6667,40.0,30.4761904761905,24956.0,36970.0,13236.0,81.7,75.6,87.5,28.6,73.8,91.1,75.9,3500.0,23.0,4.27294827484083,48.0,48.6,43.8,712.0,,,,,,,48.0,54.1,60.0,
138,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,12614000.0,39955000.0,0.0,10953000.0,23567000.0,0.0,0.0,16388000.0,16388000.0,88861000.0,209582000.0,120721000.0,209582000.0,0.0,0.0,0.0,6106000.0,12871000.0,0.0,6765000.0,12871000.0,0.0,0.0,0.0,0.0,11.0,35.0,12.0,11.0,,,49.03,7.0,150.0,0.0,0.0,0.5,,,,51.0,,,,,,,,,,,,,3.0,6.0,488.0,288.0,5.0,77.8,10.0,6.0,270.0,,23.1,,14.7,50.0,10.7,48.5,165.0,12.0,40.0,65.55556666666669,86.6667,70.0,17.5824175824176,13077.0,19512.0,6694.0,78.4,72.1,84.4,26.7,44.2,91.4,63.1,940.0,58.0,1.71769884969413,11.6,2.9,24.7,368.0,,,,,,,46.7,52.3,57.6,
